,Class,Location
3449,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/U/P4_006.jpg
2547,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P2_005.jpg
2494,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P4_002.jpg
3641,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P5_006.jpg
285,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/R/P5_003.jpg
852,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P4_004.jpg
3067,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P2_006.jpg
1779,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P3_005.jpg
1669,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P2_003.jpg
2013,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P4_003.jpg
1826,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P2_006.jpg
40,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P5_008.jpg
1205,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Z/P5_002.jpg
1690,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P4_006.jpg
2284,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P5_004.jpg
1809,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P4_007.jpg
1270,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P2_002.jpg
476,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P1_004.jpg
56,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P3_008.jpg
49,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P4_007.jpg
999,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/A/P1_001.jpg
1661,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P3_003.jpg
1583,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P3_001.jpg
133,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P4_003.jpg
1166,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P5_002.jpg
1926,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P5_002.jpg
2269,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P2_002.jpg
1203,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Z/P5_004.jpg
1425,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P2_007.jpg
1829,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P2_003.jpg
3593,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P1_007.jpg
1984,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/A/P2_008.jpg
3447,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/U/P5_001.jpg
1003,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P5_004.jpg
343,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P3_001.jpg
524,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P5_004.jpg
2167,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P5_001.jpg
3993,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/K/P3_001.jpg
1384,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/S/P2_007.jpg
1234,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Z/P1_006.jpg
3902,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P4_003.jpg
818,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P3_007.jpg
649,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/F/P4_007.jpg
2450,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P4_005.jpg
1016,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P3_008.jpg
2074,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P1_006.jpg
2363,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P5_005.jpg
314,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/R/P1_006.jpg
2523,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P5_005.jpg
2265,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P3_004.jpg
66,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P2_006.jpg
1000,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P5_007.jpg
209,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P4_005.jpg
395,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P1_005_4.jpg
2094,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/S/P4_002.jpg
1515,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/O/P1_003.jpg
2469,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P2_003.jpg
3308,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P2_004.jpg
3862,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P4_004.jpg
3404,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P5_004.jpg
2553,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P1_007.jpg
918,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P1_002.jpg
1772,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P4_004.jpg
872,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P2_001.jpg
3847,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P1_003.jpg
2522,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P5_006.jpg
2561,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P5_007.jpg
3921,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P2_001.jpg
3725,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P5_003.jpg
141,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P3_003.jpg
991,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/A/P2_001.jpg
2526,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P5_002.jpg
2489,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P4_007.jpg
3915,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P2_007.jpg
2300,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P3_004.jpg
261,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/T/P3_003.jpg
3261,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P3_003.jpg
200,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P5_008.jpg
1566,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P5_002.jpg
3775,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P3_009.jpg
1708,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P2_004.jpg
907,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P2_005.jpg
3003,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P5_005.jpg
1824,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P2_008.jpg
3705,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P2_007.jpg
510,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P2_002.jpg
2346,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P2_006.jpg
936,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P3_008.jpg
1794,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P1_006.jpg
905,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P2_007.jpg
1031,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P2_001.jpg
2130,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P4_006.jpg
3385,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P2_007.jpg
3656,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P3_007.jpg
1752,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P1_007.jpg
3548,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P2_004.jpg
1997,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/A/P1_003.jpg
1777,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P3_007.jpg
506,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P2_006.jpg
4159,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P2_003.jpg
2853,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P4_003.jpg
36,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P1_004.jpg
3873,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P3_001.jpg
686,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P5_003.jpg
1350,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P2_002.jpg
3258,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P3_006.jpg
76,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P1_004.jpg
2415,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P4_001.jpg
89,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P4_007.jpg
2012,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P4_004.jpg
658,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/F/P3_006.jpg
227,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P2_005.jpg
1018,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P3_006.jpg
90,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P4_006.jpg
2811,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P4_005.jpg
533,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P4_003.jpg
4023,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P4_003.jpg
695,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P4_002.jpg
3369,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P4_007.jpg
3114,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P1_006.jpg
3809,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P1_001.jpg
3164,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P5_004.jpg
2277,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P1_003.jpg
1875,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/C/P1_004.jpg
1930,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P4_006.jpg
670,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/F/P2_002.jpg
262,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/T/P3_002.jpg
2901,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P3_004.jpg
1537,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P3_007.jpg
1950,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P2_002.jpg
3757,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P1_003.jpg
2405,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P5_003.jpg
832,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P1_008.jpg
2302,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P3_002.jpg
341,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P3_003.jpg
3923,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P1_007.jpg
424,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P2_008.jpg
7,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P5_001.jpg
2007,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P5_001.jpg
3819,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P4_007.jpg
69,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P2_003.jpg
2142,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P3_002.jpg
2223,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/W/P3_001.jpg
2397,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P1_003.jpg
708,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P2_004.jpg
2763,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P5_005.jpg
1739,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P3_005.jpg
4123,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/D/P1_006.jpg
793,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P1_007.jpg
1799,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P1_001.jpg
2963,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/G/P5_005.jpg
2134,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P4_002.jpg
3021,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P3_003.jpg
3464,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/U/P2_008.jpg
3801,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P2_001.jpg
1102,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/X/P3_002.jpg
353,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P1_007.jpg
774,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P4_002.jpg
2404,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P5_009.jpg
2686,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P5_002.jpg
3054,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P4_003.jpg
2290,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P4_006.jpg
2198,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P1_002.jpg
2241,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P5_007.jpg
3272,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P1_001.jpg
2538,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P3_005.jpg
3595,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P1_005.jpg
3239,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P1_002.jpg
1579,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P3_005.jpg
3963,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P1_007.jpg
2688,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P4_008.jpg
574,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/G/P4_002.jpg
2332,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P4_004.jpg
3110,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P2_002.jpg
678,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/F/P1_002.jpg
114,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P1_006.jpg
596,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/G/P1_002.jpg
3638,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P1_002.jpg
3341,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/O/P3_003.jpg
1681,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P5_007.jpg
873,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P1_007.jpg
3202,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P5_006.jpg
1560,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P5_008.jpg
2793,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P1_007.jpg
3825,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P4_001.jpg
3137,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P3_007.jpg
26,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P2_006.jpg
146,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P2_006.jpg
189,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P2_003.jpg
2428,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P2_004.jpg
3756,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P1_004.jpg
2826,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P2_003.jpg
2590,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P2_002.jpg
3160,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P5_008.jpg
2932,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P4_004.jpg
2176,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P4_001.jpg
2222,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/W/P3_002.jpg
681,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P5_008.jpg
30,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P2_002.jpg
1885,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/E/P5_003.jpg
4042,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P1_007.jpg
3104,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P2_008.jpg
65,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P2_007.jpg
1434,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P1_006.jpg
3340,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/O/P3_004.jpg
1413,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P4_003.jpg
2344,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P2_008.jpg
1066,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/U/P2_006.jpg
1099,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/X/P3_005.jpg
1941,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P3_003.jpg
4058,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P5_003.jpg
2475,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P1_005_3.jpg
3023,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P3_001.jpg
3058,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P3_007.jpg
1525,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P5_003.jpg
2888,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P4_008.jpg
1393,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/S/P1_007.jpg
3238,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P1_003.jpg
2418,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P3_006.jpg
2040,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P5_008.jpg
4168,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P1_002.jpg
473,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P1_007.jpg
8,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P4_008.jpg
1186,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P2_006.jpg
1917,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/E/P1_002.jpg
1921,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P5_007.jpg
1100,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/X/P3_004.jpg
3867,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P3_007.jpg
1677,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P1_003.jpg
2077,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P1_003.jpg
2870,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P2_002.jpg
445,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P5_003.jpg
2492,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P4_004.jpg
350,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P2_002.jpg
723,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P5_005.jpg
1529,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P4_007.jpg
3893,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P5_004.jpg
239,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P1_001.jpg
3311,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P2_001.jpg
2948,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P2_004.jpg
4081,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P2_003.jpg
4118,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/D/P2_003.jpg
2778,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P3_006.jpg
274,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/T/P1_006.jpg
1306,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Q/P2_006.jpg
2361,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P5_007.jpg
1369,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/S/P4_007.jpg
1220,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Z/P3_004.jpg
194,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P1_006.jpg
2897,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P3_008.jpg
2799,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P1_001.jpg
3283,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P5_005.jpg
642,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/F/P5_006.jpg
1328,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P4_008.jpg
3920,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P2_002.jpg
2135,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P4_001.jpg
166,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P5_002.jpg
861,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P3_004.jpg
3398,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P1_002.jpg
916,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P1_004.jpg
3231,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P2_001.jpg
3909,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P3_005.jpg
1002,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P5_005.jpg
4054,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P5_007.jpg
884,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P5_004.jpg
3235,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P1_005.jpg
1038,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P1_002.jpg
1623,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/P/P2_008.jpg
2366,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P5_002.jpg
3788,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P3_002 (1).jpg
3732,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P4_004.jpg
1737,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P3_007.jpg
773,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P4_003.jpg
2514,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P1_006.jpg
783,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P3_001.jpg
3959,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P2_003.jpg
3419,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P3_005.jpg
2006,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P5_002.jpg
609,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/J/P4_007.jpg
3552,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P1_008.jpg
197,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P1_003.jpg
4130,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P5_008.jpg
2653,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P4_003.jpg
1261,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P3_003.jpg
206,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P5_002.jpg
